order_id,order_date,product_name,product_price,quantity,product_category,manufacturer,payment_method,discount_applied,customer_name,customer_gender,customer_city,customer_age,review_score
96063057,2024-01-01,Nothing Phone (2),599.0,1,PHONES,Nothing,paypal,No,Brian Miller,MALE,London,33,4
64784274,2024-01-01,HP OfficeJet Pro 9015e,229.0,1,PRINTERS,HP,card,No,Michael Coleman,MALE,Birmingham,64,5
82385422,2024-01-02,Sennheiser Momentum 4,349.99,1,HEADPHONES,Sennheiser,paypal,No,Sarah Hancock,FEMALE,London,40,5
44594237,2024-01-02,Motorola Edge 40 Pro,699.99,1,PHONES,Motorola,google_pay,No,Dana Jones,FEMALE,London,18,5
27175965,2024-01-03,Lexmark MB3442adw,379.0,1,PRINTERS,Lexmark,card,No,Louis Nash,MALE,Birmingham,18,2
36038985,2024-01-03,Lexmark MB3442adw,379.0,1,PRINTERS,Lexmark,apple_pay,No,Joseph Thompson,MALE,London,38,3
50807956,2024-01-04,Microsoft Surface Pro 9,999.99,1,TABLETS,Microsoft,apple_pay,No,Angela Fox,FEMALE,Nottingham,34,4
30517981,2024-01-04,Microsoft Surface Laptop 5,1099.99,1,COMPUTERS,Microsoft,qiwi,No,Kenneth Gonzales,MALE,London,33,5
08824653,2024-01-04,HP LaserJet Pro M404dn,229.99,1,PRINTERS,HP,google_pay,No,Lauren Price,FEMALE,Glasgow,44,4
75523718,2024-01-04,Sony Xperia 1 V,1099.0,1,PHONES,Sony,card,No,Lee Summers,MALE,Glasgow,53,4
33709819,2024-01-04,HP Pavilion 15,749.0,1,COMPUTERS,HP,paypal,No,Brian Webb,MALE,Birmingham,39,4
75749583,2024-01-05,Beats Studio Pro,349.0,1,HEADPHONES,Beats,paypal,No,Laurie Smith,FEMALE,Birmingham,35,4
76101939,2024-01-06,"Apple MacBook Pro 14""",1999.99,2,COMPUTERS,Apple,google_pay,No,Ross Cole,MALE,Glasgow,36,3
43428519,2024-01-06,Apple iPhone SE (2022),429.0,1,PHONES,Apple,google_pay,No,Andrew Sanchez,MALE,Birmingham,34,4
