order_id,order_date,product_name,product_price,quantity,product_category,manufacturer,payment_method,discount_applied,customer_name,customer_gender,customer_city,customer_age,review_score
34497920,2024-01-01,Huawei MatePad Pro,649.0,1,TABLETS,Huawei,google_pay,No,Kathryn Carter,FEMALE,London,22,5
05711765,2024-01-02,Apple iPhone 15 Pro,999.0,1,PHONES,Apple,card,No,Kelly Macdonald,FEMALE,London,29,3
54756830,2024-01-03,Dell XPS 13,1299.99,1,COMPUTERS,Dell,qiwi,No,Margaret Greer,FEMALE,Glasgow,19,5
39098429,2024-01-03,Xiaomi Pad 6,399.99,1,TABLETS,Xiaomi,paypal,No,Elizabeth Jones,FEMALE,Aberdeen,18,4
34401071,2024-01-04,Dell XPS 13,1299.99,1,COMPUTERS,Dell,google_pay,No,Manuel Solis,MALE,London,31,4
05444656,2024-01-04,Canon PIXMA TR8620a,183.99,1,PRINTERS,Canon,google_pay,Yes,Christy Carr,FEMALE,Bristol,31,5
61252974,2024-01-04,HP Pavilion 15,749.0,1,COMPUTERS,HP,paypal,No,Walter Downs,MALE,London,35,4
72683347,2024-01-04,Lexmark MB3442adw,379.0,1,PRINTERS,Lexmark,apple_pay,No,Rebecca Bentley,FEMALE,Manchester,40,5
13352837,2024-01-05,Dell XPS 13,1195.99,1,COMPUTERS,Dell,qiwi,Yes,Alicia Smith,FEMALE,Glasgow,30,3
66622130,2024-01-05,MSI Katana GF66,899.99,1,COMPUTERS,MSI,qiwi,No,Lisa Park,FEMALE,Manchester,43,4
18151169,2024-01-07,Lenovo Tab P12 Pro,699.0,1,TABLETS,Lenovo,apple_pay,No,Matthew Taylor,MALE,London,34,4
59873570,2024-01-07,Epson EcoTank ET-2850,299.0,1,PRINTERS,Epson,google_pay,No,Amanda Cruz,FEMALE,Manchester,42,3
93079013,2024-01-08,Dell XPS 13,1299.99,1,COMPUTERS,Dell,paypal,No,Virginia Garcia DVM,FEMALE,London,34,3
49997521,2024-01-09,Microsoft Surface Laptop 5,1099.99,1,COMPUTERS,Microsoft,google_pay,No,Aaron Cruz,MALE,London,43,4
22303837,2024-01-09,"Apple iMac 24""",1299.0,1,COMPUTERS,Apple,card,No,Kimberly Morales,FEMALE,Glasgow,31,5
94636345,2024-01-10,Lenovo ThinkPad X1 Carbon,1499.0,1,COMPUTERS,Lenovo,card,No,William Burns,MALE,Manchester,36,5
44692940,2024-01-13,Google Pixel 8 Pro,999.0,1,PHONES,Google,card,No,Kayla Shields,FEMALE,London,23,5
21363221,2024-01-13,Logitech G Pro X Wireless,210.68,1,HEADPHONES,Logitech,paypal,Yes,Ryan Merritt,MALE,Aberdeen,34,4
56467062,2024-01-15,OnePlus 12,799.99,1,PHONES,OnePlus,card,No,Susan Mcdowell,FEMALE,Manchester,32,4
80195856,2024-01-15,Asus ROG Zephyrus G14,1599.0,1,COMPUTERS,Asus,google_pay,No,Michael Larsen,MALE,London,36,4
00275385,2024-01-15,Apple iPhone SE (2022),429.0,1,PHONES,Apple,card,No,Matthew Willis,MALE,London,24,3
18140187,2024-01-15,Lenovo ThinkPad X1 Carbon,1499.0,1,COMPUTERS,Lenovo,apple_pay,No,John Black,MALE,London,38,3
