order_id,order_date,product_name,product_price,quantity,product_category,manufacturer,payment_method,discount_applied,customer_name,customer_gender,customer_city,review_score
49279054,2024-01-01,Samsung Galaxy Buds2 Pro,229.99,1,HEADPHONES,Samsung,card,No,Michael Fletcher,MALE,Birmingham,5
05081691,2024-01-02,Beats Studio Pro,349.0,1,HEADPHONES,Beats,paypal,No,Kristen Burton,FEMALE,Sheffield,3
67723263,2024-01-04,Samsung Galaxy Buds2 Pro,216.19,1,HEADPHONES,Samsung,paypal,Yes,Andrew Mathews,MALE,Stoke-on-Trent,4
95708676,2024-01-04,Canon imageCLASS MF264dw,189.99,1,PRINTERS,Canon,google_pay,No,Travis Stanley,MALE,Kingston upon Hull,4
68917692,2024-01-04,Logitech G Pro X Wireless,229.0,1,HEADPHONES,Logitech,paypal,No,Marcus Miranda,MALE,Kingston upon Hull,4
49480917,2024-01-05,Microsoft Surface Pro 9,999.99,1,TABLETS,Microsoft,google_pay,No,Charlotte Shepherd,FEMALE,London,5
48758185,2024-01-07,Anker Soundcore Life Q35,129.99,1,HEADPHONES,Anker,paypal,No,Kim Cruz,FEMALE,London,5
20385774,2024-01-07,Kyocera ECOSYS P2235dw,199.0,3,PRINTERS,Kyocera,google_pay,No,Elizabeth Taylor,FEMALE,London,4
53802842,2024-01-07,"Apple iPad Pro 12.9""",1099.0,1,TABLETS,Apple,google_pay,No,Jose Taylor,MALE,London,4
57551319,2024-01-08,Samsung Galaxy Tab S9,899.99,1,TABLETS,Samsung,card,No,Jeffery Torres,MALE,Leeds,3
98411160,2024-01-09,HP OfficeJet Pro 9015e,229.0,1,PRINTERS,HP,qiwi,No,Eric Pitts,MALE,London,4
95722009,2024-01-09,Logitech G Pro X Wireless,229.0,1,HEADPHONES,Logitech,card,No,John Nguyen,MALE,Manchester,3
78006393,2024-01-11,Samsung Galaxy S24 Ultra,1199.99,1,PHONES,Samsung,card,No,David Reeves,MALE,Sheffield,5
