order_id,order_date,product_name,product_price,quantity,product_category,manufacturer,payment_method,discount_applied,customer_name,customer_gender,customer_city,review_score
08392336,2024-01-01,"Apple iMac 24""",1299.0,1,COMPUTERS,Apple,google_pay,No,William Serrano,MALE,Sheffield,3
93474146,2024-01-01,Microsoft Surface Laptop 5,1099.99,1,COMPUTERS,Microsoft,qiwi,No,Ashley Smith,FEMALE,Edinburgh,4
23978232,2024-01-01,Huawei MatePad Pro,649.0,1,TABLETS,Huawei,paypal,No,Joseph Williams,MALE,Glasgow,4
41710975,2024-01-02,Epson WorkForce WF-2930,149.0,1,PRINTERS,Epson,qiwi,No,Dr. Michelle Sheppard,FEMALE,Manchester,4
70074598,2024-01-02,Motorola Edge 40 Pro,615.99,1,PHONES,Motorola,google_pay,Yes,Blake King,MALE,Nottingham,5
81294909,2024-01-02,Logitech G Pro X Wireless,229.0,1,HEADPHONES,Logitech,google_pay,No,Rebecca Decker,FEMALE,Birmingham,5
22353627,2024-01-04,"Apple MacBook Pro 14""",1999.99,1,COMPUTERS,Apple,google_pay,No,Curtis Campos,MALE,London,4
86830492,2024-01-04,Beats Studio Pro,349.0,1,HEADPHONES,Beats,paypal,No,Kimberly Norman,FEMALE,Glasgow,5
40272634,2024-01-05,Epson EcoTank ET-2850,299.0,1,PRINTERS,Epson,google_pay,No,Dr. Christopher Mayer PhD,MALE,London,4
26758695,2024-01-05,Asus ROG Zephyrus G14,1599.0,1,COMPUTERS,Asus,card,No,Mrs. Molly Dickerson,FEMALE,Birmingham,5
28623144,2024-01-06,Asus ROG Flow Z13,1699.99,2,TABLETS,Asus,paypal,No,Janet Watson,FEMALE,Glasgow,5
29490608,2024-01-06,Epson WorkForce WF-2930,149.0,1,PRINTERS,Epson,qiwi,No,Evan Dean,MALE,Nottingham,5
24927628,2024-01-07,Anker Soundcore Life Q35,129.99,1,HEADPHONES,Anker,google_pay,No,Michelle Nichols,FEMALE,Glasgow,5
46296900,2024-01-08,Bose QuietComfort 45,329.99,1,HEADPHONES,Bose,paypal,No,Peggy Rosario,FEMALE,London,4
98841929,2024-01-09,Acer Swift 3,699.0,1,COMPUTERS,Acer,card,No,Chad Shields,MALE,Glasgow,4
50642670,2024-01-09,Bose QuietComfort 45,329.99,1,HEADPHONES,Bose,google_pay,No,Erika Stanley,FEMALE,Birmingham,5
57756622,2024-01-10,Beats Studio Pro,349.0,1,HEADPHONES,Beats,google_pay,No,Kimberly Richardson,FEMALE,Manchester,5
20103477,2024-01-11,"Apple MacBook Pro 14""",1999.99,1,COMPUTERS,Apple,qiwi,No,Susan Pacheco,FEMALE,London,5
31382991,2024-01-11,Logitech G Pro X Wireless,201.52,1,HEADPHONES,Logitech,paypal,Yes,Jason Allen,MALE,London,4
94207293,2024-01-11,Brother HL-L2350DW,149.99,1,PRINTERS,Brother,paypal,No,Lauren Stokes,FEMALE,Manchester,5
61528512,2024-01-11,"Apple MacBook Pro 14""",1999.99,2,COMPUTERS,Apple,card,No,Travis Carrillo,MALE,London,3
43668472,2024-01-11,Google Pixel 8 Pro,999.0,1,PHONES,Google,card,No,Joseph Henry,MALE,London,3
84305589,2024-01-12,Xiaomi 14 Pro,615.12,1,PHONES,Xiaomi,apple_pay,Yes,Rhonda Ross,FEMALE,Manchester,4
92644762,2024-01-12,Canon imageCLASS MF264dw,189.99,1,PRINTERS,Canon,paypal,No,Juan Carter,MALE,Glasgow,4
66525233,2024-01-12,Acer Swift 3,699.0,1,COMPUTERS,Acer,qiwi,No,Cameron Rodriguez,MALE,Sheffield,4
08956040,2024-01-13,Lenovo Tab P12 Pro,615.12,1,TABLETS,Lenovo,card,Yes,Jennifer Hamilton,FEMALE,Edinburgh,3
93062756,2024-01-15,Samsung Galaxy Buds2 Pro,229.99,1,HEADPHONES,Samsung,google_pay,No,Earl Berry,MALE,Birmingham,5
30510593,2024-01-15,Asus ROG Zephyrus G14,1599.0,1,COMPUTERS,Asus,card,No,Bobby Contreras,MALE,Nottingham,5
39025074,2024-01-15,Canon imageCLASS MF264dw,189.99,1,PRINTERS,Canon,card,No,Amanda Murray,FEMALE,Sheffield,3
60912312,2024-01-17,Brother HL-L2350DW,149.99,2,PRINTERS,Brother,card,No,James Murphy,MALE,Manchester,4
96135983,2024-01-18,Logitech G Pro X Wireless,229.0,1,HEADPHONES,Logitech,google_pay,No,Lisa Fernandez,FEMALE,Glasgow,4
46212382,2024-01-19,MSI Katana GF66,899.99,1,COMPUTERS,MSI,qiwi,No,Dawn Webb,FEMALE,Sheffield,4
33834160,2024-01-19,OnePlus 12,799.99,1,PHONES,OnePlus,card,No,Taylor Carpenter,FEMALE,London,5
16459038,2024-01-19,Brother MFC-J4335DW,179.0,1,PRINTERS,Brother,card,No,Brandon Thomas,MALE,Nottingham,5
98486601,2024-01-20,HP LaserJet Pro M404dn,229.99,1,PRINTERS,HP,qiwi,No,David Smith,MALE,Glasgow,4
