order_id,order_date,product_name,product_price,quantity,product_category,manufacturer,payment_method,discount_applied,customer_name,customer_gender,customer_city,review_score
11966661,2024-01-01,Epson EcoTank ET-2850,299.0,1,PRINTERS,Epson,qiwi,No,Martin Brown,MALE,London,3
76056345,2024-01-02,Microsoft Surface Laptop 5,1099.99,2,COMPUTERS,Microsoft,qiwi,No,Marie Tran,FEMALE,Cardiff,4
11309215,2024-01-02,Beats Studio Pro,349.0,1,HEADPHONES,Beats,paypal,No,Sharon Joseph,FEMALE,Liverpool,4
31667005,2024-01-02,Sony Xperia 1 V,1099.0,1,PHONES,Sony,apple_pay,No,Jeffrey Anderson,MALE,Manchester,3
26349237,2024-01-04,Huawei MatePad Pro,649.0,1,TABLETS,Huawei,google_pay,No,Rachel Page,FEMALE,Manchester,5
06939946,2024-01-05,Samsung Galaxy A54,449.0,1,PHONES,Samsung,card,No,Paula Hopkins,FEMALE,London,4
25801743,2024-01-08,Brother HL-L2350DW,149.99,1,PRINTERS,Brother,paypal,No,Eric Kelly,MALE,Liverpool,4
10783511,2024-01-09,Canon imageCLASS MF264dw,189.99,1,PRINTERS,Canon,paypal,No,Eddie Casey,MALE,Manchester,5
87732863,2024-01-10,Asus ROG Zephyrus G14,1599.0,1,COMPUTERS,Asus,google_pay,No,Holly Reed,FEMALE,London,5
97481782,2024-01-10,Epson EcoTank ET-2850,284.05,1,PRINTERS,Epson,google_pay,Yes,Jonathan Carey,MALE,Manchester,5
02568317,2024-01-10,Anker Soundcore Life Q35,129.99,1,HEADPHONES,Anker,apple_pay,No,Christopher Mills,MALE,London,4
05125807,2024-01-11,Asus ROG Zephyrus G14,1599.0,1,COMPUTERS,Asus,qiwi,No,Ross Johnson,MALE,London,5
34293553,2024-01-11,Lenovo ThinkPad X1 Carbon,1499.0,1,COMPUTERS,Lenovo,card,No,Michael Mooney,MALE,Manchester,3
42033400,2024-01-11,Brother MFC-J4335DW,170.05,1,PRINTERS,Brother,card,Yes,Ashley Delgado,FEMALE,Manchester,4
50294350,2024-01-12,Logitech G Pro X Wireless,229.0,1,HEADPHONES,Logitech,card,No,Victor Reid,MALE,Bristol,3
00248402,2024-01-12,Canon PIXMA TR8620a,199.99,1,PRINTERS,Canon,google_pay,No,Alexa Morton,FEMALE,London,4
14364501,2024-01-13,Brother MFC-J4335DW,179.0,1,PRINTERS,Brother,google_pay,No,Michael Preston,MALE,Cardiff,4
